index,packet_size,inter_arrival_time,src_port,dst_port,packet_count_5s,mean_packet_size,spectral_entropy,frequency_band_energy,label,score,z_score,is_anomaly,reason
242,0.926986,0.967398,17109,80,0.214286,0.000000,0.692457,0.272010,0,1.198996,0.524127,0,Normal
243,0.720830,0.582047,7006,80,0.214286,0.000000,0.146972,0.260978,0,0.981809,-0.015628,0,Normal
244,0.888332,0.515712,13036,443,0.928571,0.000000,0.726384,0.116195,0,1.004527,0.040832,0,Normal
245,0.251969,0.959502,26964,80,1.000000,0.000000,0.170591,0.277243,0,0.529211,-1.140421,0,Normal
246,0.811024,0.652701,8729,53,0.285714,0.000000,0.228865,0.040395,0,0.851419,-0.339672,0,Normal
247,0.989263,0.182178,27105,80,0.285714,0.000000,0.399924,0.095313,0,1.084576,0.239769,0,Normal
248,0.548318,0.548243,62154,443,0.857143,0.000000,0.078265,0.618925,0,1.167243,0.445214,0,Normal
249,0.493916,0.003003,48732,80,1.000000,0.000000,0.375956,0.900257,0,1.394172,1.009177,0,Normal
250,0.245526,0.910704,47515,80,0.571429,0.000000,0.742401,0.596099,0,0.841625,-0.364011,0,Normal
251,0.857552,0.753071,28289,443,0.785714,0.000000,0.740595,0.641980,0,1.499532,1.271016,0,Normal
252,0.009306,0.607163,11784,53,0.214286,0.000000,0.966285,0.357978,0,0.367283,-1.542845,1,|z|=1.54 >= 1.5
253,0.229778,0.299725,23296,443,0.214286,0.000000,0.942906,0.348150,0,0.577928,-1.019352,0,Normal
254,0.883321,0.510133,37711,443,0.571429,0.000000,0.576027,0.145450,0,1.028771,0.101084,0,Normal
255,0.866858,0.593117,34777,53,0.214286,0.000000,0.310070,0.480577,0,1.347435,0.893026,0,Normal
256,0.629205,0.766914,6986,443,0.357143,0.000000,0.730574,0.642780,0,1.271985,0.705519,0,Normal
257,0.216178,0.664269,2667,80,0.285714,0.000000,0.671932,0.298246,0,0.514424,-1.177172,0,Normal
258,0.957767,0.650770,37398,80,0.714286,0.000000,0.805868,0.047522,1,1.005288,0.042724,0,Normal
259,0.297065,0.790762,17180,443,0.571429,0.000000,0.858448,0.099068,0,0.396133,-1.471147,0,Normal
260,0.351467,0.487126,39294,53,0.928571,0.000000,0.334141,0.029353,0,0.380820,-1.509202,1,|z|=1.51 >= 1.5
261,0.547602,0.019315,9798,53,0.571429,0.000000,0.561189,0.900026,1,1.447628,1.142026,0,Normal
262,0.568361,0.395576,20235,443,0.000000,0.000000,0.073655,0.398769,0,0.967129,-0.052108,0,Normal
263,0.984968,0.348884,9167,80,1.000000,0.000000,0.280026,0.658577,0,1.643545,1.628917,1,|z|=1.63 >= 1.5
264,0.853973,0.292719,62002,80,0.285714,0.000000,0.396221,0.001044,0,0.855017,-0.330731,0,Normal
265,0.561203,0.500957,57760,80,0.214286,0.000000,0.294899,0.485871,0,1.047073,0.146568,0,Normal
266,0.797423,0.022298,37773,443,0.857143,0.000000,0.288404,0.441258,0,1.238681,0.622751,0,Normal
267,0.321403,0.644291,10401,80,0.642857,0.000000,0.354057,0.534576,1,0.855979,-0.328339,0,Normal
268,0.433071,0.734741,57441,443,1.000000,0.000000,0.100050,0.367170,0,0.800241,-0.466860,0,Normal
269,0.352899,0.609956,20915,80,0.071429,0.000000,0.397930,0.349555,1,0.702454,-0.709879,0,Normal
270,0.059413,0.466975,47097,53,0.357143,0.000000,0.363554,0.507852,0,0.567265,-1.045851,0,Normal
271,0.633500,0.280003,28843,443,0.285714,0.000000,0.050330,0.437787,0,1.071287,0.206745,0,Normal
272,0.156049,0.449320,48270,80,0.857143,0.000000,0.864474,0.798281,1,0.954329,-0.083919,0,Normal
273,0.081603,0.955536,9839,443,0.785714,0.000000,0.164354,0.489927,0,0.571530,-1.035251,0,Normal
274,0.037938,0.104889,43887,80,0.285714,0.000000,0.759829,0.631611,0,0.669549,-0.791655,0,Normal
275,0.827487,0.845028,38278,443,0.357143,0.000000,0.752088,0.305125,0,1.132612,0.359150,0,Normal
276,0.969220,0.042173,55383,53,0.142857,0.000000,0.085516,0.103439,0,1.072659,0.210153,0,Normal
277,0.438797,0.875357,52855,80,0.642857,0.000000,0.602557,0.075480,0,0.514278,-1.177535,0,Normal
278,0.974946,0.593460,7745,80,0.857143,0.000000,0.804684,0.439976,0,1.414922,1.060746,0,Normal
279,0.147459,0.398485,27707,53,0.214286,0.000000,0.240239,0.902398,1,1.049857,0.153487,0,Normal
280,0.862563,0.110919,3653,443,0.285714,0.000000,0.709842,0.123377,0,0.985939,-0.005362,0,Normal
281,0.582677,0.943936,62898,53,0.928571,0.000000,0.898036,0.619959,0,1.202637,0.533174,0,Normal
282,0.617037,0.584567,20981,53,0.357143,0.000000,0.361865,0.643834,0,1.260871,0.677897,0,Normal
283,0.764495,0.884583,61244,443,0.357143,0.000000,0.211794,0.000254,0,0.764750,-0.555062,0,Normal
284,0.030780,0.892933,2361,53,0.285714,0.000000,0.729908,0.736598,0,0.767379,-0.548529,0,Normal
285,0.027201,0.554347,34504,80,0.785714,0.000000,0.424465,0.329712,0,0.356913,-1.568617,1,|z|=1.57 >= 1.5
286,0.739442,0.736490,25043,53,0.500000,0.000000,0.217578,0.280665,0,1.020106,0.079549,0,Normal
287,0.748031,0.475918,58986,53,0.214286,0.000000,0.699886,0.407600,0,1.155632,0.416357,0,Normal
288,0.857552,0.147555,29852,80,0.928571,0.000000,0.643173,0.151495,0,1.009046,0.052064,0,Normal
289,0.618468,0.624903,21810,53,0.928571,0.000000,0.086150,0.009079,0,0.627547,-0.896039,0,Normal
290,0.118110,0.766534,50044,443,0.428571,0.000000,0.235137,0.540079,0,0.658189,-0.819887,0,Normal
291,0.362921,0.081618,62074,80,0.928571,0.000000,0.232592,0.239214,0,0.602134,-0.959193,0,Normal
292,0.649248,0.684895,22374,53,0.571429,0.000000,0.920628,0.559582,0,1.208830,0.548566,0,Normal
293,0.695777,0.888964,2901,53,0.428571,0.000000,0.314134,0.957031,0,1.652808,1.651939,1,|z|=1.65 >= 1.5
294,0.934145,0.514350,41860,80,0.000000,0.000000,0.325467,0.146389,1,1.080534,0.229723,0,Normal
295,0.821761,0.301661,38483,80,0.357143,0.000000,0.260482,0.180336,1,1.002096,0.034792,0,Normal
296,0.803150,0.862441,3323,80,0.714286,0.000000,0.532729,0.756207,0,1.559357,1.419693,0,Normal
297,0.571224,0.547378,63352,80,1.000000,0.000000,0.723486,0.093626,0,0.664850,-0.803332,0,Normal
298,0.251969,0.652832,12712,53,0.500000,0.000000,0.505903,0.322726,0,0.574694,-1.027387,0,Normal
299,0.408733,0.526690,40552,443,0.071429,0.000000,0.632979,0.366358,1,0.775091,-0.529361,0,Normal
300,0.296349,0.717009,50266,443,0.714286,0.000000,0.151331,0.548965,0,0.845314,-0.354844,0,Normal
301,0.231210,0.827340,37512,53,0.785714,0.000000,0.040723,0.205175,0,0.436384,-1.371115,0,Normal
302,0.658554,0.431169,9627,80,0.928571,0.000000,0.705881,0.199008,0,0.857562,-0.324406,0,Normal
303,0.900501,0.411945,29156,53,0.928571,0.000000,0.303189,0.306297,0,1.206798,0.543515,0,Normal
304,0.618468,0.377619,22030,80,0.642857,0.000000,0.885181,0.003543,0,0.622011,-0.909796,0,Normal
305,0.442377,0.461405,32688,53,0.357143,0.000000,0.917979,0.927431,1,1.369807,0.948625,0,Normal
306,0.902649,0.495042,37318,443,0.000000,0.000000,0.729951,0.149661,0,1.052309,0.159580,0,Normal
307,0.823908,0.165491,19176,443,0.642857,0.000000,0.410132,0.246816,0,1.070724,0.205346,0,Normal
308,0.957767,0.238031,44971,80,0.857143,0.000000,0.615444,0.995433,0,1.953199,2.398471,1,|z|=2.40 >= 1.5
309,0.572656,0.109343,17720,80,0.857143,0.000000,0.339923,0.755145,0,1.327801,0.844231,0,Normal
310,0.570508,0.500989,47665,443,0.214286,0.000000,0.028859,0.350720,0,0.921228,-0.166182,0,Normal
311,0.106657,0.447955,14258,443,0.142857,0.000000,0.985119,0.958716,0,1.065373,0.192047,0,Normal
312,0.811739,0.377397,53563,80,0.785714,0.000000,0.350836,0.574298,0,1.386037,0.988960,0,Normal
313,0.994273,0.525486,8510,80,0.571429,0.000000,0.905870,0.941443,0,1.935717,2.355023,1,|z|=2.36 >= 1.5
314,0.017180,0.051231,42651,53,0.000000,0.000000,0.154841,0.125933,0,0.143113,-2.099952,1,|z|=2.10 >= 1.5
315,0.418754,0.724180,38537,80,0.071429,0.000000,0.654297,0.767677,0,1.186431,0.492900,0,Normal
316,0.824624,0.833061,19427,80,0.142857,0.000000,0.355676,0.033984,0,0.858609,-0.321804,0,Normal
317,0.911238,0.412145,40225,443,0.357143,0.000000,0.661583,0.518688,0,1.429927,1.098035,0,Normal
318,0.306371,0.258640,49287,80,0.500000,0.000000,0.263174,0.880201,0,1.186572,0.493250,0,Normal
319,0.653543,0.044178,14712,53,0.928571,0.000000,0.025990,0.155115,0,0.808658,-0.445941,0,Normal
320,0.496063,0.283035,41998,443,0.071429,0.000000,0.100356,0.412883,1,0.908946,-0.196705,0,Normal
321,0.901933,0.895868,36596,80,0.214286,0.000000,0.862328,0.874267,0,1.776199,1.958591,1,|z|=1.96 >= 1.5
322,0.599857,0.205108,23720,53,1.000000,0.000000,0.211054,0.282183,1,0.882040,-0.263573,0,Normal
323,0.385111,0.048379,41680,80,0.857143,0.000000,0.562825,0.023240,0,0.408350,-1.440785,0,Normal
324,0.486042,0.295199,24107,80,0.428571,0.000000,0.243369,0.947360,0,1.433401,1.106669,0,Normal
325,0.754474,0.506631,63099,443,0.500000,0.000000,0.685825,0.974631,0,1.729105,1.841551,1,|z|=1.84 >= 1.5
326,0.830351,0.000000,34637,53,0.857143,0.000000,0.175661,0.754624,0,1.584975,1.483360,0,Normal
327,0.287044,0.526227,8224,53,0.357143,0.000000,0.820350,0.670402,0,0.957446,-0.076173,0,Normal
328,0.309950,0.560109,42732,80,0.642857,0.000000,0.367264,0.054121,1,0.364071,-1.550829,1,|z|=1.55 >= 1.5
329,0.307087,0.179680,21324,443,0.571429,0.000000,0.769923,0.096652,0,0.403738,-1.452247,0,Normal
330,0.925555,0.276297,57577,443,0.500000,0.000000,0.630014,0.049858,0,0.975412,-0.031524,0,Normal
331,0.672155,0.341439,46529,443,0.857143,0.000000,0.152434,0.574511,0,1.246665,0.642594,0,Normal
332,0.536865,0.890394,27998,53,0.928571,0.000000,0.777114,0.393076,0,0.929940,-0.144531,0,Normal
333,0.683608,0.065147,45194,53,0.928571,0.000000,0.683051,0.836637,0,1.520245,1.322493,0,Normal
334,0.617037,0.198722,50700,443,0.071429,0.000000,0.998290,0.864797,1,1.481834,1.227034,0,Normal
335,0.437366,0.795068,25785,80,0.071429,0.000000,0.100601,0.583080,0,1.020446,0.080394,0,Normal
336,0.911238,0.792047,47403,443,0.785714,0.000000,0.537518,0.075595,0,0.986833,-0.003141,0,Normal
337,0.253400,0.387490,7640,443,0.428571,0.000000,0.578955,0.331738,0,0.585138,-1.001432,0,Normal
338,0.406586,0.746013,28359,443,0.857143,0.000000,0.438719,0.534414,0,0.940999,-0.117047,0,Normal
339,0.904796,0.869359,14935,443,0.285714,0.000000,0.034183,0.582570,0,1.487366,1.240783,0,Normal
340,0.549749,0.476680,12110,53,0.142857,0.000000,0.440896,0.896043,0,1.445793,1.137465,0,Normal
341,0.503221,0.577668,27101,80,0.214286,0.000000,0.637928,0.756898,0,1.260119,0.676029,0,Normal
342,0.123837,0.156561,60139,53,0.714286,0.000000,0.320524,0.631903,0,0.755740,-0.577454,0,Normal
343,0.485326,0.357416,36161,53,0.857143,0.000000,0.086727,0.387456,0,0.872782,-0.286581,0,Normal
344,0.596278,0.229630,33153,80,0.142857,0.000000,0.573128,0.789717,0,1.385994,0.988854,0,Normal
345,0.919112,0.135603,45947,443,0.357143,0.000000,0.274006,0.743948,1,1.663061,1.677419,1,|z|=1.68 >= 1.5
346,0.575519,0.993521,46696,80,0.642857,0.000000,0.740964,0.425960,1,1.001479,0.033257,0,Normal
347,1.000000,0.475667,52901,80,0.000000,0.000000,0.783031,0.898641,0,1.898641,2.262883,1,|z|=2.26 >= 1.5
348,0.387258,0.595390,50202,80,0.642857,0.000000,0.410946,0.800004,0,1.187263,0.494966,0,Normal
349,0.354331,0.265203,1497,443,0.500000,0.000000,0.588732,0.602095,0,0.956425,-0.078710,0,Normal
350,0.468146,0.538179,8941,80,0.642857,0.000000,0.949754,0.721107,0,1.189253,0.499912,0,Normal
351,0.498926,0.373327,18089,80,0.000000,0.000000,0.068565,0.571503,0,1.070429,0.204611,0,Normal
352,0.683608,0.847370,34261,443,0.928571,0.000000,0.347724,0.119171,0,0.802779,-0.460551,0,Normal
353,0.646385,0.578219,53374,80,0.214286,0.000000,0.719043,0.271303,0,0.917688,-0.174979,0,Normal
354,0.882606,0.945454,43908,443,0.785714,0.000000,0.176249,0.169416,0,1.052022,0.158866,0,Normal
355,0.879026,0.774503,35986,53,0.285714,0.000000,0.050943,0.650786,0,1.529813,1.346271,0,Normal
356,0.491768,0.228269,31936,53,0.857143,0.000000,0.875856,0.876891,0,1.368659,0.945772,0,Normal
357,0.266285,0.915911,56150,443,0.642857,0.000000,0.429518,0.031617,0,0.297901,-1.715273,1,|z|=1.72 >= 1.5
358,0.709377,0.712371,18854,80,0.571429,0.000000,0.366958,0.803922,0,1.513300,1.305232,0,Normal
359,0.735147,0.482467,1581,443,0.571429,0.000000,0.899873,0.450393,0,1.185540,0.490685,0,Normal
360,0.501790,0.971599,44804,443,0.500000,0.000000,0.766050,0.872699,0,1.374489,0.960260,0,Normal
361,0.959914,0.920748,56606,443,0.714286,0.000000,0.921861,0.437190,0,1.397104,1.016463,0,Normal
362,0.070866,0.373724,9445,443,0.500000,0.000000,0.800529,0.158116,0,0.228982,-1.886550,1,|z|=1.89 >= 1.5
363,0.698640,0.653285,4899,443,0.357143,0.000000,0.618230,0.713349,0,1.411989,1.053455,0,Normal
364,0.980673,0.153617,12845,53,0.571429,0.000000,0.750927,0.059698,0,1.040370,0.129910,0,Normal
365,0.849678,0.766328,26486,53,0.857143,0.000000,0.581825,0.815666,1,1.665344,1.683092,1,|z|=1.68 >= 1.5
366,0.158196,0.435466,10492,80,0.714286,0.000000,0.829459,0.372507,0,0.530703,-1.136715,0,Normal
367,0.890480,0.665552,19294,80,0.642857,0.000000,0.586836,0.107328,0,0.997808,0.024134,0,Normal
368,0.473157,0.369583,42325,80,0.928571,0.000000,0.737101,0.067038,0,0.540194,-1.113126,0,Normal
369,0.090909,0.955020,51838,80,0.285714,0.000000,0.614579,0.954312,0,1.045221,0.141966,0,Normal
370,0.626342,0.935101,16723,80,0.714286,0.000000,1.000000,0.201233,0,0.827575,-0.398929,0,Normal
371,0.690766,0.479392,24767,80,0.857143,0.000000,0.528148,0.530374,0,1.221140,0.579159,0,Normal
372,0.254832,0.370985,46175,53,0.714286,0.000000,0.707632,0.298667,0,0.553499,-1.080062,0,Normal
373,0.034359,0.599057,13067,80,0.857143,0.000000,0.576432,0.118501,1,0.152860,-2.075728,1,|z|=2.08 >= 1.5
374,0.947745,0.284677,49893,53,0.142857,0.000000,0.879524,0.065492,0,1.013237,0.062478,0,Normal
375,0.999284,0.569691,11536,53,0.714286,0.000000,0.862829,0.452753,0,1.452038,1.152984,0,Normal
376,0.046528,0.344361,60125,443,0.000000,0.000000,0.428391,0.086642,0,0.133170,-2.124662,1,|z|=2.12 >= 1.5
377,0.460988,0.793726,64866,53,0.642857,0.000000,0.839695,0.797085,0,1.258073,0.670943,0,Normal
378,0.130279,0.973833,26735,80,0.714286,0.000000,0.170684,0.071960,1,0.202239,-1.953013,1,|z|=1.95 >= 1.5
379,0.040086,0.812864,7022,80,0.071429,0.000000,0.506324,0.734016,1,0.774102,-0.531820,0,Normal
380,0.434503,0.807524,11068,53,0.928571,0.000000,0.620303,0.040340,0,0.474843,-1.275539,0,Normal
381,0.976378,0.407986,24383,80,0.714286,0.000000,0.492422,0.140854,0,1.117232,0.320927,0,Normal
382,0.632069,0.652421,8246,53,0.285714,0.000000,0.618500,0.165137,0,0.797206,-0.474401,0,Normal
383,0.472441,0.864258,61175,443,0.714286,0.000000,0.258871,0.424742,0,0.897183,-0.225939,0,Normal
384,0.737294,0.845153,38845,443,0.928571,0.000000,0.729997,0.020953,0,0.758247,-0.571222,0,Normal
385,0.156764,0.067418,63074,53,0.214286,0.000000,0.049032,0.108659,0,0.265423,-1.795987,1,|z|=1.80 >= 1.5
386,0.539012,0.083279,11085,80,0.714286,0.000000,0.549060,0.537235,0,1.076247,0.219070,0,Normal
387,0.051539,0.447367,30635,443,0.642857,0.000000,0.314397,0.962415,0,1.013954,0.064260,0,Normal
388,0.737294,0.597297,29427,80,0.142857,0.000000,0.195366,0.794653,0,1.531947,1.351576,0,Normal
389,0.813171,0.197134,19072,80,0.500000,0.000000,0.909243,0.451127,0,1.264298,0.686414,0,Normal
390,0.035791,0.645784,65126,53,0.642857,0.000000,0.351616,0.136436,0,0.172227,-2.027598,1,|z|=2.03 >= 1.5
391,0.356478,0.797250,62721,443,0.428571,0.000000,0.650392,0.684501,0,1.040979,0.131424,0,Normal
392,0.234789,0.803862,14749,80,0.857143,0.000000,0.259979,0.256888,0,0.491677,-1.233702,0,Normal
393,0.627774,0.130204,18830,53,0.857143,0.000000,0.221214,0.989742,0,1.617516,1.564231,1,|z|=1.56 >= 1.5
394,0.264137,0.019551,23267,80,0.857143,0.000000,0.213878,0.525609,0,0.789746,-0.492941,0,Normal
395,0.495347,0.853797,37373,80,0.285714,0.000000,0.958633,0.050464,0,0.545811,-1.099168,0,Normal
396,0.570508,0.807503,5378,443,1.000000,0.000000,0.048330,0.329007,0,0.899516,-0.220142,0,Normal
397,0.332856,0.630714,54663,443,0.071429,0.000000,0.647097,0.938794,0,1.271651,0.704687,0,Normal
398,0.227631,0.865879,43000,53,0.285714,0.000000,0.535076,0.421069,0,0.648700,-0.843468,0,Normal
399,0.685755,0.944844,43725,53,0.571429,0.000000,0.229835,0.640110,0,1.325865,0.839421,0,Normal
400,0.450251,0.453872,42870,80,0.928571,0.000000,0.005095,0.196357,1,0.646608,-0.848669,0,Normal
401,1.000000,0.110363,28595,53,0.571429,0.000000,0.360319,0.264375,0,1.264375,0.686606,0,Normal
402,0.332140,0.798903,6540,443,0.071429,0.000000,0.637419,0.601418,0,0.933559,-0.135538,0,Normal
403,0.960630,0.377197,49546,443,0.428571,0.000000,0.737565,0.643072,0,1.603702,1.529901,1,|z|=1.53 >= 1.5
404,0.631353,0.685136,61584,80,0.714286,0.000000,0.195991,0.078821,0,0.710174,-0.690693,0,Normal
405,0.193987,0.428041,1372,53,0.785714,0.000000,0.239468,0.798618,0,0.992605,0.011203,0,Normal
406,0.262706,0.942963,40160,443,0.857143,0.000000,0.885117,0.158696,0,0.421402,-1.408349,0,Normal
407,0.698640,0.116491,28169,53,0.714286,0.000000,0.461283,0.868591,0,1.567231,1.439264,0,Normal
408,0.650680,0.965784,29736,53,0.357143,0.000000,0.940825,0.734359,1,1.385039,0.986481,0,Normal
409,0.967788,0.968939,28141,443,0.000000,0.000000,0.524928,0.432526,0,1.400314,1.024442,0,Normal
410,0.040802,0.539251,19263,53,0.428571,0.000000,0.938746,0.784272,0,0.825073,-0.405146,0,Normal
411,0.554760,0.641126,49325,53,0.785714,0.000000,0.219637,0.345216,0,0.899976,-0.218998,0,Normal
412,0.574087,0.159793,65419,80,0.928571,0.000000,0.897549,0.134098,0,0.708185,-0.695636,0,Normal
413,0.055834,0.324577,36872,53,0.500000,0.000000,0.995266,0.022195,1,0.078029,-2.261699,1,|z|=2.26 >= 1.5
414,0.612742,0.328025,16867,443,0.071429,0.000000,0.939069,0.879047,0,1.491789,1.251774,0,Normal
415,0.594846,0.891675,36679,53,0.428571,0.000000,0.858121,0.038254,0,0.633100,-0.882237,0,Normal
416,0.856836,0.868911,52531,443,0.857143,0.000000,0.193103,0.348814,0,1.205650,0.540661,0,Normal
417,0.647101,0.074225,25595,53,0.357143,0.000000,0.328942,0.381000,0,1.028101,0.099418,0,Normal
418,0.699356,0.881866,61465,443,0.214286,0.000000,0.187761,0.032308,1,0.731663,-0.637288,0,Normal
419,0.666428,0.394589,12425,443,0.928571,0.000000,0.307261,0.779261,0,1.445689,1.137208,0,Normal
420,0.982820,0.736575,52818,443,0.142857,0.000000,0.120534,0.988326,0,1.971146,2.443073,1,|z|=2.44 >= 1.5
421,0.874732,0.109982,60227,53,0.785714,0.000000,0.996975,0.520191,1,1.394923,1.011043,0,Normal
422,0.331424,0.065140,23095,53,0.285714,0.000000,0.529399,0.271555,0,0.602979,-0.957094,0,Normal
423,0.338583,0.120947,13816,443,0.785714,0.000000,0.692577,0.518711,0,0.857293,-0.325073,0,Normal
424,0.244094,0.374685,29058,53,0.642857,0.000000,0.906130,0.812876,0,1.056971,0.171165,0,Normal
425,0.289907,0.269393,3780,53,0.928571,0.000000,0.718913,0.742034,0,1.031941,0.108962,0,Normal
426,0.493916,0.514080,14833,80,0.642857,0.000000,0.310147,0.892535,0,1.386451,0.989988,0,Normal
427,0.319256,0.623063,39881,443,0.357143,0.000000,0.126799,0.765346,0,1.084602,0.239833,0,Normal
428,0.216893,0.460445,40155,443,0.214286,0.000000,0.575373,0.788400,0,1.005294,0.042737,0,Normal
429,0.692913,0.167805,63506,53,0.285714,0.000000,0.023109,0.081860,0,0.774773,-0.530151,0,Normal
430,0.397996,0.000595,51916,53,0.571429,0.000000,0.124159,0.814375,0,1.212371,0.557365,0,Normal
431,0.616321,0.672697,21940,80,0.857143,0.000000,0.100389,0.852057,0,1.468378,1.193593,0,Normal
432,0.448103,0.774566,57544,80,0.214286,0.000000,0.877595,0.750065,0,1.198168,0.522069,0,Normal
433,0.333572,0.908640,14968,443,0.071429,0.000000,0.716966,0.663354,0,0.996926,0.021941,0,Normal
434,0.828203,0.263461,62069,443,1.000000,0.000000,0.743958,0.316348,0,1.144551,0.388820,0,Normal
435,0.879026,0.147497,21152,80,0.928571,0.000000,0.474528,0.997911,0,1.876937,2.208944,1,|z|=2.21 >= 1.5
436,0.633500,0.495176,25837,80,0.714286,0.000000,0.513380,0.491475,0,1.124975,0.340169,0,Normal
437,0.854689,0.235367,4351,80,0.285714,0.000000,0.977256,0.546402,0,1.401091,1.026371,0,Normal
438,0.670723,0.733920,3939,443,0.214286,0.000000,0.533262,0.514761,0,1.185484,0.490547,0,Normal
439,0.508232,0.906499,47243,443,0.714286,0.000000,0.752234,0.966165,0,1.474397,1.208552,0,Normal
440,0.245526,0.580442,59158,80,0.642857,0.000000,0.715006,0.151990,0,0.397517,-1.467709,0,Normal
441,0.577666,0.627078,51070,80,0.928571,0.000000,0.097379,0.010079,0,0.587745,-0.994953,0,Normal
442,0.756621,0.279122,19882,443,0.285714,0.000000,0.407484,0.363236,0,1.119857,0.327451,0,Normal
443,0.113815,0.741696,11044,80,0.285714,0.000000,0.705235,0.285050,0,0.398866,-1.464356,0,Normal
444,0.478883,0.212741,65226,80,0.714286,0.000000,0.434153,0.542188,0,1.021072,0.081949,0,Normal
445,0.185397,0.892591,14067,80,0.142857,0.000000,0.047579,0.045648,0,0.231045,-1.881424,1,|z|=1.88 >= 1.5
446,0.768074,0.779543,36106,80,0.714286,0.000000,0.134084,0.539477,0,1.307551,0.793907,0,Normal
447,0.556192,0.942739,19488,53,0.285714,0.000000,0.764061,0.637495,0,1.193687,0.510933,0,Normal
448,0.402291,0.446458,49983,53,0.714286,0.000000,0.473463,0.642677,0,1.044967,0.141334,0,Normal
449,0.687187,0.356604,6952,443,0.000000,0.000000,0.687956,0.540922,0,1.228108,0.596476,0,Normal
450,0.506800,0.769546,4161,53,0.285714,0.000000,0.146138,0.087523,0,0.594323,-0.978607,0,Normal
451,0.376521,0.226225,48772,80,0.285714,0.000000,0.204672,0.673710,0,1.050231,0.154416,0,Normal
452,0.068719,0.523951,27805,53,0.428571,0.000000,0.592340,0.316264,0,0.384983,-1.498858,0,Normal
453,0.090909,0.536700,40231,443,0.000000,0.000000,0.244687,0.710758,0,0.801667,-0.463314,0,Normal
454,0.761632,0.695025,27327,80,0.428571,0.000000,0.300819,0.009257,0,0.770889,-0.539804,0,Normal
455,0.841088,0.753059,5982,53,0.000000,0.000000,0.611721,0.056704,0,0.897792,-0.224426,0,Normal
456,0.199714,0.805871,50973,443,0.928571,0.000000,0.971927,0.446733,0,0.646447,-0.849068,0,Normal
457,0.882606,0.314386,19344,53,0.642857,0.000000,0.845345,0.111071,0,0.993677,0.013867,0,Normal
458,0.930565,0.263230,3767,53,0.500000,0.000000,0.291046,0.240456,0,1.171022,0.454605,0,Normal
459,0.453114,0.843232,41785,53,0.571429,0.000000,0.597064,0.417542,0,0.870655,-0.291865,0,Normal
460,0.524696,0.443197,3146,80,0.000000,0.000000,0.918853,0.545711,0,1.070406,0.204555,0,Normal
461,0.738010,0.921887,44376,53,0.428571,0.000000,0.724978,0.277297,0,1.015307,0.067622,0,Normal
462,0.695061,0.064039,54559,443,0.357143,0.000000,0.440839,0.834572,0,1.529633,1.345825,0,Normal
463,0.986399,0.078768,14017,80,0.857143,0.000000,0.448350,0.805209,0,1.791609,1.996886,1,|z|=2.00 >= 1.5
464,0.362921,0.661489,42692,443,0.000000,0.000000,0.910620,0.083969,0,0.446890,-1.345007,0,Normal
465,0.650680,0.723184,16012,80,0.857143,0.000000,0.244050,0.773946,0,1.424626,1.084861,0,Normal
466,0.306371,0.707924,41062,80,0.714286,0.000000,0.187998,0.385695,0,0.692066,-0.735696,0,Normal
467,0.916965,0.735424,1369,80,0.357143,0.000000,0.452843,0.756473,0,1.673438,1.703209,1,|z|=1.70 >= 1.5
468,0.992126,0.754481,25314,443,0.357143,0.000000,0.792678,0.249840,0,1.241966,0.630914,0,Normal
469,0.641374,0.759141,59515,80,0.928571,0.000000,0.784802,0.102675,0,0.744050,-0.606506,0,Normal
470,0.253400,0.809817,9333,53,0.071429,0.000000,0.882981,0.510996,0,0.764396,-0.555942,0,Normal
471,0.313529,0.066946,37986,80,0.428571,0.000000,0.079051,0.975656,0,1.289185,0.748264,0,Normal
472,0.208304,0.955579,8700,53,0.642857,0.000000,0.562128,0.134620,0,0.342923,-1.603384,1,|z|=1.60 >= 1.5
473,0.627774,0.311034,50865,53,0.642857,0.000000,0.480708,0.936112,0,1.563886,1.430950,0,Normal
474,0.983536,0.341513,25476,443,0.357143,0.000000,0.109997,0.462735,0,1.446271,1.138653,0,Normal
475,0.318540,0.250183,54291,53,0.142857,0.000000,0.544929,0.417792,1,0.736332,-0.625685,0,Normal
476,0.588404,0.728713,60068,80,1.000000,0.000000,0.971505,0.275584,0,0.863988,-0.308436,0,Normal
477,0.248389,0.835730,11857,53,0.785714,0.000000,0.164961,0.343079,0,0.591469,-0.985700,0,Normal
478,0.255548,0.883558,21971,443,0.142857,0.000000,0.535892,0.166396,0,0.421944,-1.407002,0,Normal
479,0.385827,0.023650,16438,53,0.571429,0.000000,0.277476,0.277844,0,0.663671,-0.806263,0,Normal
480,0.700787,0.939769,58685,53,0.214286,0.000000,0.303667,0.109700,0,0.810487,-0.441395,0,Normal
481,0.441661,0.465244,34942,80,0.785714,0.000000,0.841413,0.867084,0,1.308745,0.796874,0,Normal
482,0.909807,0.162936,23064,53,0.857143,0.000000,0.576157,0.887349,0,1.797156,2.010672,1,|z|=2.01 >= 1.5
483,0.434503,0.023410,46749,443,0.571429,0.000000,0.508305,0.344047,0,0.778549,-0.520767,0,Normal
484,0.750179,0.432213,6810,53,1.000000,0.000000,0.863292,0.012405,0,0.762584,-0.560443,0,Normal
485,0.708661,0.189456,13793,443,0.142857,0.000000,0.817304,0.461504,0,1.170166,0.452477,0,Normal
